谁也别想抢第一	1.1480000019073	2014-02-10 10:43:05
暂停看来来	40.551998138428	2014-02-10 10:44:27
来给鹅鹅贡献弹幕www	17.260999679565	2014-02-10 10:50:52
来来在里面可帅了	62.578998565674	2014-02-10 10:53:51
过气23333	263.59100341797	2014-02-10 10:59:06
233鲍起静	15.739000320435	2014-02-10 11:12:49
哇塞终于有了	17.753999710083	2014-02-10 11:14:35
熬夜没睡果然有惊喜！！！	46.511001586914	2014-02-10 11:14:51
来增加弹幕~！	26.379999160767	2014-02-10 11:30:35
我觉得看完木府风云再来看更有意思~~~	40.999000549316	2014-02-10 11:30:49
喜欢朱晓渔的颜！	69.22200012207	2014-02-10 11:32:15
逗B剧	20.966999053955	2014-02-10 11:46:55
恶猪王你怎么跑去跳楼了?	338.125	2014-02-10 11:55:39
来来！	81.610000610352	2014-02-10 12:10:23
居委会?	29.277000427246	2014-02-10 12:12:46
微信	161.99200439453	2014-02-10 12:15:54
自带弹幕	225.11799621582	2014-02-10 12:16:27
恶猪王	331.94400024414	2014-02-10 12:18:44
木府男主妈	361.11700439453	2014-02-10 12:19:13
配乐搞笑	422.66900634766	2014-02-10 12:19:20
up主的名字居然和微博一样=..=	2.5179998874664	2014-02-10 13:27:27
木增还是古装更帅	10.045000076294	2014-02-10 18:50:38
暂停看二叔	56.793998718262	2014-02-10 20:18:05
一言以蔽之：闲人李大姐一名	229.6309967041	2014-02-10 20:37:27
好带感的bgm	214.5659942627	2014-02-10 23:15:39
来看来来 贵圈又乱了	12.027000427246	2014-02-11 00:33:22
来来	42.349998474121	2014-02-11 00:33:37
昆明。。。导演是有多喜欢云南	148.53900146484	2014-02-11 01:06:23
我来看来来~~~	22.80299949646	2014-02-11 01:27:27
导演在这剧里就是逗比属性	96.424003601074	2014-02-11 01:28:38
恶猪王~~~~	503.25799560547	2014-02-11 01:35:41
话特长233	227.56500244141	2014-02-11 01:46:58
恶猪王你不要这样！狐狸没了还有别人！	361.17599487305	2014-02-11 01:49:11
人呢	139.64399719238	2014-02-11 02:12:36
导演现代装看着还蛮年轻的	4.2039999961853	2014-02-11 02:19:58
灵儿~	6.9349999427795	2014-02-11 02:19:22
朱晓渔你这次是个逗比啊	9.6759996414185	2014-02-11 02:20:24
哈哈哈哈哈哈我看到了什么！	49.713001251221	2014-02-11 02:21:13
来来富二代	79.544998168945	2014-02-11 02:21:09
↑↑↑↑↑↑↑少包一里的郭槐郭公公	92.587997436523	2014-02-11 02:23:19
刚那个报幕声音是叶清吗？	122.61799621582	2014-02-11 02:24:01
导演对云南是真爱啊	152.73500061035	2014-02-11 02:24:39
诺基亚	170.15299987793	2014-02-11 02:25:05
男主你好	195.5659942627	2014-02-11 02:24:48
舌尖上的劝和小组	224.46200561523	2014-02-11 02:25:42
hi李立宏老师	263.65200805664	2014-02-11 02:26:22
灵儿现代装不错	306.53298950195	2014-02-11 02:27:05
恶猪王你破产了想不开么	343.03500366211	2014-02-11 02:28:03
木增妈妈	348.54501342773	2014-02-11 02:28:25
五族组长	459.01901245117	2014-02-11 02:30:17
舅舅	512.10198974609	2014-02-11 02:30:57
贵圈真乱	522.71502685547	2014-02-11 02:30:59
马海燕老师专职给导演剧的女主配音么	601.55297851562	2014-02-11 02:32:18
和平的和 。。这听着怎么那么像鸭蛋啊	11.64999961853	2014-02-11 02:33:51
我说我是为于导看的有人信吗OVO	170.98699951172	2014-02-11 02:37:05
老人控是什么啦	308.23098754883	2014-02-11 02:39:08
。	389.84201049805	2014-02-11 02:39:56
这种事警察难道不封锁现场怎么会让居民过去	434.56600952148	2014-02-11 02:41:36
就就，噗	526.48797607422	2014-02-11 02:42:55
 是导演吧	129.63299560547	2014-02-11 02:54:28
balabla马上集合！	158.74899291992	2014-02-11 02:55:59
逗	250.11999511719	2014-02-11 02:58:38
导演加词有点多啊	274.52600097656	2014-02-11 02:59:38
野猪王不对，额蛛网	325.32400512695	2014-02-11 03:01:29
谁跟你同志呀	541.61602783203	2014-02-11 03:04:57
T.T这里好虐	71.462997436523	2014-02-11 03:25:01
好赞	64.5	2014-02-11 03:33:51
等弹幕养肥点再来细看	85.228996276855	2014-02-11 03:38:26
是导演吧	126.01100158691	2014-02-11 03:39:52
